Cluster,Site_ID,Site,Excluded_Criteria,Baseline_Applicable_Weight_Sum,Baseline_WLC,Existing_WLC,Baseline_Check_Delta,Baseline_Class,MC_Mean_WLC,MC_SD,MC_CV_Pct,MC_Min_WLC,MC_Max_WLC,MC_Mean_Delta_From_Baseline,MC_Abs_Mean_Delta_From_Baseline,MC_Mean_Class,MC_Mean_Class_Changed,Baseline_Class_Stability_Count,Baseline_Class_Stability_Pct,Count_Very_Low,Pct_Very_Low,Count_Low,Pct_Low,Count_Moderate,Pct_Moderate,Count_High,Pct_High,Count_Very_High,Pct_Very_High
1,SITE_0061,Mound Dolno Botevo,,1.0,6.7321388092467265,6.732138809246726,8.881784197001252e-16,High,6.729729995856142,0.04826428495225277,0.7171801094839123,6.604409665575658,6.854946294540905,-0.0024088133905841858,0.0024088133905841858,High,False,1000,100.0,0,0.0,0,0.0,0,0.0,1000,100.0,0,0.0
1,SITE_0062,Kovan Kaya,,1.0,4.98754591614493,4.98754591614493,0.0,Moderate,4.985356019492853,0.07858264334536184,1.5762694386940865,4.787645608194807,5.1608883767204095,-0.002189896652076584,0.002189896652076584,Moderate,False,1000,100.0,0,0.0,0,0.0,1000,100.0,0,0.0,0,0.0
1,SITE_0064,Gledka mound I,,1.0,6.7321388092467265,6.732138809246726,8.881784197001252e-16,High,6.729729995856142,0.04826428495225277,0.7171801094839123,6.604409665575658,6.854946294540905,-0.0024088133905841858,0.0024088133905841858,High,False,1000,100.0,0,0.0,0,0.0,0,0.0,1000,100.0,0,0.0
1,SITE_0065,Gledka mound II,,1.0,6.7321388092467265,6.732138809246726,8.881784197001252e-16,High,6.729729995856142,0.04826428495225277,0.7171801094839123,6.604409665575658,6.854946294540905,-0.0024088133905841858,0.0024088133905841858,High,False,1000,100.0,0,0.0,0,0.0,0,0.0,1000,100.0,0,0.0
1,SITE_0067,Dolmen Gorno Voyvodino,,1.0,6.392809017009833,6.392809017009833,0.0,High,6.390993381845352,0.053642654565103975,0.8393476782104734,6.246235622114495,6.541204085596483,-0.0018156351644815771,0.0018156351644815771,High,False,1000,100.0,0,0.0,0,0.0,0,0.0,1000,100.0,0,0.0
1,SITE_0068,Dolmen Nachovi chairi,,1.0,4.969595114413823,4.969595114413824,-8.881784197001252e-16,Moderate,4.967341544723026,0.044063822349360966,0.8870705175522197,4.852406987969326,5.080972533201083,-0.0022535696907972635,0.0022535696907972635,Moderate,False,1000,100.0,0,0.0,0,0.0,1000,100.0,0,0.0,0,0.0
1,SITE_0069,Rodostitsa Fortress,,1.0,5.732100234267152,5.732100234267152,0.0,Moderate,5.731668230302872,0.08011232344879701,1.3977138981152042,5.527223975021839,5.947201968645061,-0.0004320039642804474,0.0004320039642804474,Moderate,False,1000,100.0,0,0.0,0,0.0,1000,100.0,0,0.0,0,0.0
1,SITE_0070,Villa Armira,,1.0,4.7740615769364965,4.774061576936497,-8.881784197001252e-16,Moderate,4.773089923780636,0.08359471425784859,1.7513752221880512,4.580417497685554,4.990612854113507,-0.0009716531558607855,0.0009716531558607855,Moderate,False,1000,100.0,0,0.0,0,0.0,1000,100.0,0,0.0,0,0.0
1,SITE_0071,Castra Rubra,,1.0,5.290171398603066,5.290171398603068,-1.7763568394002505e-15,Moderate,5.288168907336939,0.08675900695815444,1.6406247318950575,5.045935842026155,5.5238398388322,-0.002002491266127393,0.002002491266127393,Moderate,False,1000,100.0,0,0.0,0,0.0,1000,100.0,0,0.0,0,0.0
1,SITE_0072,Kapitan Petko Voyvoda mound I,,1.0,6.144426890661605,6.144426890661604,8.881784197001252e-16,High,6.142270272909608,0.05721317989905822,0.9314663366637594,5.975811057408018,6.287422105384846,-0.0021566177519973806,0.0021566177519973806,High,False,998,99.8,0,0.0,0,0.0,2,0.2,998,99.8,0,0.0
1,SITE_0073,Sanctuary of Nymphs and Aphrodite,,1.0,6.47804931962838,6.478049319628381,-8.881784197001252e-16,High,6.477465130318603,0.0839263202658574,1.2956661066846897,6.251804985325273,6.691090095275232,-0.0005841893097775497,0.0005841893097775497,High,False,1000,100.0,0,0.0,0,0.0,0,0.0,1000,100.0,0,0.0
1,SITE_0074,Fortress Klokotnitsa,,1.0,5.701695348680975,5.701695348680976,-8.881784197001252e-16,Moderate,5.699143376735174,0.10120366703201303,1.7757698015660175,5.401869889250962,5.979040055166522,-0.0025519719458007017,0.0025519719458007017,Moderate,False,1000,100.0,0,0.0,0,0.0,1000,100.0,0,0.0,0,0.0
1,SITE_0075,Fortified ruling house,,1.0,4.7100765214903815,4.710076521490381,8.881784197001252e-16,Moderate,4.707602816797859,0.08683703988815432,1.8446127098551917,4.485140952152368,4.9311796409170165,-0.0024737046925222828,0.0024737046925222828,Moderate,False,1000,100.0,0,0.0,0,0.0,1000,100.0,0,0.0,0,0.0
1,SITE_0080,Bukelon Fortress,,1.0,5.6220176448024555,5.622017644802455,8.881784197001252e-16,Moderate,5.623792416754297,0.07394196502030365,1.3148060870813285,5.429735851775897,5.7990104638120075,0.0017747719518412808,0.0017747719518412808,Moderate,False,1000,100.0,0,0.0,0,0.0,1000,100.0,0,0.0,0,0.0
1,SITE_0081,Matochina Rock Church,,1.0,5.948893353184278,5.948893353184279,-8.881784197001252e-16,Moderate,5.9481522536764935,0.06860213384758534,1.153335202628397,5.768676660484871,6.134286350359078,-0.0007410995077847815,0.0007410995077847815,Moderate,False,763,76.3,0,0.0,0,0.0,763,76.3,237,23.7,0,0.0
