Site_ID,Cluster_3,Site,Region,Location,Neolithic,Neolithic_class,Chalcolithic,Chalcolithic_class,Bronze_Age,Bronze_class,Iron_Age,Iron_class,Roman,Roman_class,Ear_Byz,Ear_Byz_class,F1st_Bul_Emp,F1st_Bul_Emp_class,F2nd_Bul_Emp,F2nd_Bul_Emp_class,Material_general,Exposure_class,Exposure_tx,Int_Status,Nat_Status,DEM_,Slope_,Aspect_cos_,Aspect_sin_,FL_Dist,FL_Depth,rusle_cluster,rusle_log,Rusle_MTH,FWI,Final_FWI,FWI_MTH,FWI_dist_m,FWI_DIST,ELSUS,ELSUS_MTH,ELSUS_DIST,PGA,Lithology,CLC_code,CLC_text,SEIS_SCR,FLOOD_SCR,FWI_SCR,ELSUS_SCR,RUSLE_SCR,ASSET_SCR,GI_Status,SUM_Changed_Num,WLC_RISK,RISK_CLASS
SITE_0238,1,Neolithic dwellings,Stara Zagora,Stara Zagora,1,Dwelling,0,,0,,0,,0,,0,,0,,0,,Earthwork / earthen architecture,1,Exposed,UNESCO Tentative List,Archaeological (single),259.2599182,7.4883552,-0.3298408,0.9253615,13627.8339844,0.0000000,,0.839005624828902,Urban excl.,5.000000000000000,5.400000000000000,Direct,-1.000000000000000,0.000000000000000,4,Direct,88.403919142295464,0.149146850000000,"Undifferentiated Flysh, Turbidite",112,Discontinuous urban fabric,5,1,1,7,,9,Not significant,0.000000000000000,4.592599616434840,Moderate
SITE_0239,1,Bereket Mound,Stara Zagora,Starozagorski Bani,1,Tell,1,Tell,0,,0,,0,,0,,0,,0,,Earthwork / earthen architecture,2,Partially exposed,,Archaeological (single),180.9714355,6.0613832,-0.7513975,0.5132669,11398.3701172,0.0000000,0.8591444,0.620116408374732,Direct,5.000000000000000,5.400000000000000,Direct,-1.000000000000000,0.000000000000000,1,Direct,76.147387021444857,0.149146850000000,"Alluvium, Eluvium",211,Non-irrigated arable land,5,1,1,1,1,9,Not significant,0.000000000000000,3.532743006117818,Low
SITE_0240,1,Roman mineral baths,Stara Zagora,Starozagorski Bani,0,,0,,0,,0,,1,Infrastructure,0,,0,,0,,Mortared stone masonry,1,Exposed,,Architectural-construction,371.3908997,6.0437765,-0.1715078,-0.1206023,10372.1396484,0.0000000,,0.839005624828902,Urban excl.,5.000000000000000,5.400000000000000,Direct,-1.000000000000000,0.000000000000000,2,Direct,106.395040904478094,0.127470820000000,Undifferentiated Sediment,112,Discontinuous urban fabric,3,1,1,3,,1,90% cold spot,0.000000000000000,1.916215015126346,Very Low
SITE_0241,1,Fortress Zemlen,Stara Zagora,Zemlen,0,,0,,0,,0,,0,,1,Fortress,0,,0,,Mortared stone masonry,1,Exposed,,Architectural-construction,148.9425659,6.9068065,-0.6199033,-0.2222417,3420.8591309,0.0000000,1.2947531,0.830625244977151,Direct,35.000000000000000,34.600000000000001,Direct,-1.000000000000000,0.000000000000000,1,Direct,117.106016506657070,0.153345800000000,Undifferentiated Sediment,213,Rice fields,7,1,9,1,3,1,Not significant,0.000000000000000,5.290171398603068,Moderate
SITE_0242,1,Cheir maj Kaleto,Stara Zagora,Zlatna Livada,0,,0,,0,,1,Fortified settlement,1,Town,1,Fortified town,0,,0,,Mortared stone masonry,1,Exposed,,Architectural-construction,139.8485107,8.8121004,-0.3972165,-0.9048389,188.8578186,0.0000000,1.4009826,0.875878077867601,Direct,39.000000000000000,37.000000000000000,Direct,-1.000000000000000,0.000000000000000,2,Direct,73.374665255386759,0.201522000000000,"Alluvium, Eluvium",324,Transitional woodland-shrub,9,5,9,3,3,1,99% hot spot,0.000000000000000,6.248210055933721,High
SITE_0243,1,Hisara Fortress,Stara Zagora,Zlatna Livada,0,,0,,0,,1,Hillfort,1,Town,1,Fortified town,0,,0,,Mortared stone masonry,1,Exposed,,Architectural-construction,147.7105103,12.5593948,0.0535876,-0.9969583,609.3579712,0.0000000,,0.839005624828902,Other excl.,39.000000000000000,37.000000000000000,Direct,-1.000000000000000,0.000000000000000,3,Direct,66.480968845843947,0.201522000000000,"Alluvium, Eluvium",121,Industrial or commercial units,9,3,9,5,,1,99% hot spot,0.000000000000000,6.766541425750199,High
SITE_0244,1,Monastery of St. Athanasius the Great,Stara Zagora,Zlatna Livada,0,,0,,0,,0,,0,,1,Monastery,1,Monastery,1,Monastery,Mortared mixed masonry (stone + brick),1,Exposed,,Architectural-historical (single),123.2359161,9.1261768,-0.9377488,0.0013104,412.3088684,0.0000000,,0.839005624828902,Urban excl.,39.000000000000000,37.000000000000000,Direct,-1.000000000000000,0.000000000000000,2,Direct,48.602826358625961,0.201522000000000,"Alluvium, Eluvium",121,Industrial or commercial units,9,5,9,3,,3,99% hot spot,0.000000000000000,6.934111395497506,High
SITE_0245,1,Kaleto Fortress Bolyarovo,Yambol,Bolyarovo,0,,0,,0,,0,,0,,1,Fortress,0,,1,Fortress,Mortared stone masonry,1,Exposed,,Architectural-construction,209.8693695,4.7637444,-0.8013569,-0.0263078,16408.1406250,0.0000000,0.7843312,0.579043668556182,Direct,39.000000000000000,38.200000000000003,Direct,-1.000000000000000,0.000000000000000,2,Direct,54.146880511939464,0.095290676000000,Undifferentiated Sediment,324,Transitional woodland-shrub,1,1,9,3,1,1,Not significant,0.000000000000000,3.598637739766253,Low
SITE_0246,1,Ancient Kabile,Yambol,Kabile,0,,0,,1,Settlement,1,Fortified settlement,1,Town,0,,0,,0,,Mortared stone masonry,1,Exposed,,Archaeological reserve,149.7080078,2.3522692,0.5217893,-0.8206027,123.4431381,0.0000000,0.8238578,0.600953919462848,Direct,30.000000000000000,29.266666666666666,Direct,-1.000000000000000,0.000000000000000,2,Direct,69.599599333709676,0.105898894000000,"Alluvium, Eluvium",231,Pastures,3,5,7,3,1,1,Not significant,0.000000000000000,3.721174413086020,Low
SITE_0247,1,Roman residence,Yambol,Stroyno,0,,0,,0,,0,,1,Town,0,,0,,0,,Mortared stone masonry,1,Exposed,,Archaeological (single),201.2420654,3.5941374,-0.1152925,-0.9866022,5698.9423828,0.0000000,4.0572691,1.620826633332788,Direct,39.000000000000000,38.200000000000003,Direct,-1.000000000000000,0.000000000000000,1,Direct,58.068370039772780,0.097443960000000,Metamorphic Complex,211,Non-irrigated arable land,1,1,9,1,5,1,Not significant,0.000000000000000,3.703223611354913,Low
SITE_0248,1,Malkoto Kale Fortress,Yambol,Voden,0,,0,,0,,0,,0,,1,Fortress,0,,1,Fortress,Mortared stone masonry,1,Exposed,,Architectural-construction,337.1010437,3.7270961,-0.1454360,0.1086271,25565.1796875,0.0000000,0.9527617,0.669244601479693,Direct,36.000000000000000,37.200000000000003,Direct,-1.000000000000000,0.000000000000000,3,Direct,3.148174442832509,0.092155030000000,Metamorphic Complex,321,Natural grasslands,1,1,9,5,1,1,Not significant,1.000000000000000,3.846427805192019,Low
SITE_0249,1,Dabilin Fortress,Yambol,Yambol,0,,0,,0,,0,,1,Fort,1,Fortress,0,,1,Fortress,Mortared stone masonry,1,Exposed,,Architectural-construction,133.0603027,9.5318689,-0.6544283,0.4733104,80.0000000,0.0000000,,0.839005624828902,Urban excl.,30.000000000000000,29.266666666666666,Direct,-1.000000000000000,0.000000000000000,1,Direct,64.346274982661740,0.105898894000000,"Alluvium, Eluvium",112,Discontinuous urban fabric,3,7,7,1,,1,Not significant,0.000000000000000,3.779510871244258,Low
SITE_0250,3,Zaychi Vrah,Yambol,Zaychi Vrah,0,,0,,1,Rock sanctuary,1,Rock sanctuary,1,Rock sanctuary,1,Fortified town,0,,0,,Mortared stone masonry,1,Exposed,,Archaeological (single),227.0816498,21.4681129,-0.2846320,0.9139082,579.5518188,0.0000000,2.9146423,1.364723967410986,Direct,30.000000000000000,29.266666666666666,Direct,-1.000000000000000,0.000000000000000,4,Direct,94.111654117509332,0.105898894000000,"Alluvium, Eluvium",231,Pastures,3,3,7,7,5,1,Not significant,0.000000000000000,5.362049483997320,Moderate
